,0
1061,0
1062,1
1063,0
1064,1
1065,0
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,1
1073,0
1074,1
1075,0
1076,1
1077,0
1078,1
1079,0
1080,1
1081,0
1082,1
1083,1
1084,0
1085,1
1086,0
1087,1
1088,0
1089,1
1090,0
1091,1
1092,0
1093,1
1094,0
1095,1
1096,0
1097,1
1098,0
1099,1
1100,0
1101,1
1102,0
1103,1
1104,0
1105,1
1106,1
1107,0
1108,1
1109,0
1110,1
1111,0
1112,1
1113,0
1114,1
1115,0
1116,1
1117,0
1118,1
1119,0
1120,1
1121,0
1122,1
1123,1
1124,0
1125,1
1126,0
1127,1
1128,0
1129,1
1130,0
1131,1
1132,0
1133,1
1134,0
1135,1
1136,0
1137,1
1138,0
1139,1
1140,1
1141,0
1142,1
1143,0
1144,1
1145,0
1146,1
1147,0
1148,1
1149,0
1150,1
1151,0
1152,1
1153,0
1154,1
1155,0
1156,1
1157,1
1158,0
1159,1
1160,0
1161,0
1162,0
1163,1
1164,0
1165,1
1166,0
1167,1
1168,1
1169,1
1170,1
1171,0
1172,1
1173,0
1174,1
1175,1
1176,0
1177,1
1178,0
1179,1
1180,0
1181,1
1182,1
1183,0
1184,1
1185,0
1186,1
1187,1
1188,0
1189,1
1190,0
1191,1
1192,1
1193,0
1194,1
1195,0
1196,1
1197,1
1198,0
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,0
1206,1
1207,1
1208,1
1209,0
1210,1
1211,0
1212,1
1213,0
1214,1
1215,0
1216,1
1217,0
1218,1
1219,0
1220,1
1221,0
1222,1
1223,0
1224,1
1225,0
1226,1
1227,0
1228,1
1229,1
1230,0
1231,1
1232,0
1233,1
1234,0
1235,1
1236,0
1237,1
1238,0
1239,1
1240,0
1241,1
1242,0
1243,1
1244,0
1245,1
1246,0
1247,1
1248,0
1249,1
1250,1
1251,0
1252,1
1253,0
1254,1
1255,0
1256,1
1257,0
1258,1
1259,0
1260,1
1261,0
1262,1
1263,0
1264,1
1265,1
1266,0
1267,1
1268,0
1269,1
1270,0
1271,1
1272,0
1273,1
1274,0
1275,1
1276,0
1277,1
1278,1
1279,0
1280,1
1281,0
1282,1
1283,0
1284,1
1285,0
1286,1
1287,0
1288,1
1289,0
1290,1
1291,1
1292,0
1293,1
1294,0
1295,1
1296,0
1297,1
1298,0
1299,1
1300,0
1301,1
1302,1
1303,0
1304,1
1305,0
1306,1
1307,0
1308,0
1309,0
1310,1
1311,1
1312,1
1313,1
1314,0
1315,1
1316,0
1317,1
1318,1
1319,0
1320,1
1321,0
1322,1
1323,0
1324,1
1325,1
1326,0
1327,1
1328,0
1329,1
1330,1
1331,0
1332,1
1333,0
1334,1
1335,0
1336,1
1337,1
1338,0
1339,1
1340,0
1341,1
1342,1
1343,0
1344,1
1345,0
1346,1
1347,1
1348,0
1349,1
1350,0
1351,1
1352,0
1353,1
1354,0
1355,1
1356,0
1357,1
1358,0
1359,1
1360,0
1361,1
1362,0
1363,1
1364,0
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,0
1373,1
1374,0
1375,1
1376,0
1377,1
1378,0
1379,1
1380,0
1381,0
1382,1
1383,0
1384,1
1385,0
1386,1
1387,0
1388,1
1389,0
1390,1
1391,0
1392,1
1393,0
1394,1
1395,0
1396,1
1397,0
1398,1
1399,0
1400,1
1401,0
1402,0
1403,1
1404,0
1405,1
1406,0
1407,1
1408,0
1409,1
1410,0
1411,1
1412,0
1413,1
1414,0
1415,1
1416,0
1417,1
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,1
1425,0
1426,1
1427,0
1428,1
1429,0
1430,1
1431,0
1432,1
1433,0
1434,1
1435,0
1436,1
1437,0
1438,1
1439,0
1440,1
1441,0
1442,0
1443,1
1444,0
1445,1
1446,0
1447,1
1448,0
1449,1
1450,0
1451,1
1452,0
1453,1
1454,0
1455,0
1456,1
1457,0
1458,1
1459,0
1460,1
1461,0
1462,1
1463,0
1464,1
1465,0
1466,1
1467,0
1468,1
1469,0
1470,0
1471,1
1472,0
1473,1
1474,0
1475,1
1476,0
1477,1
1478,0
1479,1
1480,0
1481,0
1482,1
1483,0
1484,1
1485,0
1486,1
1487,0
1488,1
1489,0
1490,1
1491,0
1492,0
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,1
1500,0
1501,1
1502,0
1503,0
1504,1
1505,0
1506,1
1507,0
1508,1
1509,0
1510,1
1511,0
1512,0
1513,1
1514,0
1515,1
1516,0
1517,1
1518,0
1519,1
1520,0
1521,1
1522,0
1523,1
1524,0
1525,1
1526,0
1527,1
1528,0
1529,1
1530,0
1531,1
1532,0
1533,1
1534,0
1535,1
1536,1
1537,0
1538,1
1539,0
1540,1
1541,0
1542,1
1543,0
1544,1
1545,0
1546,1
1547,0
1548,1
1549,0
1550,1
1551,0
1552,1
1553,0
1554,1
1555,0
1556,1
1557,0
1558,1
1559,0
1560,1
1561,0
1562,1
1563,0
1564,1
1565,0
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,1
1573,0
1574,1
1575,0
1576,1
1577,0
1578,1
1579,0
1580,1
1581,0
1582,1
1583,0
1584,1
1585,0
1586,1
1587,0
1588,1
1589,0
1590,1
1591,0
1592,0
1593,1
1594,0
1595,1
1596,0
1597,1
1598,0
1599,1
1600,0
1601,1
1602,0
1603,1
1604,0
1605,1
1606,0
1607,1
1608,0
1609,1
1610,0
1611,1
1612,0
1613,1
1614,0
1615,1
1616,0
1617,1
1618,0
1619,1
1620,0
1621,0
1622,1
1623,0
1624,1
1625,0
1626,1
1627,0
1628,1
1629,0
1630,1
1631,0
1632,1
1633,0
1634,1
1635,0
1636,1
1637,0
1638,1
1639,0
1640,1
1641,0
1642,1
1643,0
1644,1
1645,0
1646,1
1647,0
1648,0
1649,1
1650,0
1651,1
1652,0
1653,1
1654,0
1655,1
1656,0
1657,1
1658,0
1659,1
1660,0
1661,1
1662,0
1663,1
1664,0
1665,1
1666,0
1667,1
1668,0
1669,1
1670,0
1671,0
1672,1
1673,0
1674,1
1675,0
1676,1
1677,0
1678,1
1679,0
1680,1
1681,0
1682,1
1683,0
1684,1
1685,0
1686,1
1687,0
1688,0
1689,1
1690,0
1691,1
1692,0
1693,1
1694,0
1695,1
1696,0
1697,1
1698,0
1699,1
1700,0
1701,1
1702,0
1703,0
1704,1
1705,0
1706,1
1707,0
1708,1
1709,0
1710,1
1711,0
1712,1
1713,0
1714,1
1715,0
1716,1
1717,0
1718,0
1719,1
1720,0
1721,1
1722,0
1723,1
1724,0
1725,1
1726,0
1727,1
1728,0
1729,1
1730,0
1731,0
1732,1
1733,0
1734,1
1735,0
1736,1
1737,0
1738,1
1739,0
1740,1
1741,0
1742,1
1743,0
1744,1
1745,0
1746,0
1747,1
1748,0
1749,1
1750,0
1751,1
1752,0
1753,1
1754,0
1755,1
1756,0
1757,0
1758,1
1759,0
1760,1
1761,0
1762,1
1763,0
1764,1
1765,0
1766,1
1767,0
1768,1
1769,0
1770,1
1771,0
1772,1
1773,1
1774,0
1775,1
1776,0
1777,1
1778,0
1779,1
1780,0
1781,1
1782,0
1783,1
1784,0
1785,1
1786,0
1787,1
1788,0
1789,1
1790,0
1791,1
1792,0
1793,1
1794,0
1795,1
1796,0
1797,1
1798,0
1799,1
1800,0
1801,1
1802,0
1803,1
1804,0
1805,1
1806,0
1807,1
1808,0
1809,1
1810,0
1811,0
1812,1
1813,0
1814,1
1815,0
1816,1
1817,0
1818,1
1819,0
1820,1
1821,0
1822,1
1823,0
1824,1
1825,0
1826,1
1827,0
1828,1
1829,0
1830,1
1831,0
1832,1
1833,0
1834,1
1835,0
1836,1
1837,0
1838,1
1839,0
1840,1
1841,0
1842,1
1843,0
1844,0
1845,1
1846,0
1847,1
1848,0
1849,1
1850,0
1851,1
1852,0
1853,1
1854,0
1855,1
1856,0
1857,1
1858,0
1859,1
1860,0
1861,1
1862,0
1863,1
1864,0
1865,0
1866,1
1867,0
1868,1
1869,0
1870,1
1871,0
1872,1
1873,0
1874,1
1875,0
1876,1
1877,0
1878,1
1879,0
1880,1
1881,0
1882,1
1883,0
1884,1
1885,0
1886,0
1887,1
1888,0
1889,1
1890,0
1891,1
1892,0
1893,1
1894,0
1895,1
1896,0
1897,1
1898,0
1899,1
1900,0
1901,1
1902,0
1903,0
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,1
1911,0
1912,1
1913,0
1914,1
1915,0
1916,0
1917,1
1918,0
1919,1
1920,0
1921,1
1922,0
1923,1
1924,0
1925,1
1926,0
1927,1
1928,0
1929,0
1930,1
1931,0
1932,1
1933,0
1934,1
1935,0
1936,1
1937,0
1938,1
1939,0
1940,0
1941,1
1942,0
1943,1
1944,0
1945,1
1946,0
1947,1
1948,0
1949,1
1950,0
1951,0
1952,1
1953,0
1954,1
1955,0
1956,1
1957,0
1958,1
1959,0
1960,1
1961,0
1962,0
1963,1
1964,0
1965,1
1966,0
1967,1
1968,0
1969,1
1970,0
1971,0
1972,0
1973,1
1974,0
1975,1
1976,0
1977,1
1978,1
1979,0
1980,1
1981,0
1982,1
1983,0
1984,1
1985,0
1986,1
1987,0
1988,1
1989,0
1990,1
1991,0
1992,1
1993,0
1994,1
1995,0
1996,1
1997,0
1998,1
1999,0
2000,1
2001,0
2002,1
2003,0
2004,1
2005,0
2006,1
2007,0
2008,1
2009,0
2010,1
2011,0
2012,1
2013,0
2014,1
2015,0
2016,1
2017,0
2018,1
2019,1
2020,0
2021,1
2022,0
2023,1
2024,0
2025,1
2026,0
2027,1
2028,0
2029,1
2030,0
2031,1
2032,0
2033,1
2034,0
2035,1
2036,0
2037,1
2038,0
2039,1
2040,0
2041,1
2042,1
2043,0
2044,1
2045,0
2046,1
2047,0
2048,1
2049,0
2050,1
2051,0
2052,1
2053,0
2054,1
2055,0
2056,1
2057,0
2058,1
2059,1
2060,0
2061,1
2062,0
2063,1
2064,0
2065,1
2066,0
2067,1
2068,0
2069,1
2070,0
2071,1
2072,0
2073,1
2074,1
2075,0
2076,1
2077,0
2078,1
2079,0
2080,1
2081,0
2082,1
2083,0
2084,1
2085,1
2086,0
2087,1
2088,0
2089,1
2090,0
2091,1
2092,0
2093,1
2094,0
2095,0
2096,0
2097,1
2098,1
2099,1
2100,1
2101,0
2102,1
2103,0
2104,1
2105,1
2106,0
2107,1
2108,0
2109,1
2110,0
2111,1
2112,1
2113,0
2114,1
2115,0
2116,1
2117,0
2118,1
2119,1
2120,0
2121,1
2122,0
2123,1
2124,0
2125,1
2126,1
2127,0
2128,1
2129,0
2130,1
2131,1
2132,0
2133,1
2134,0
2135,1
2136,1
2137,0
2138,1
2139,0
2140,1
2141,0
2142,1
2143,0
2144,1
2145,0
2146,1
2147,0
2148,1
2149,0
2150,1
2151,0
2152,0
2153,1
2154,1
2155,0
2156,0
2157,1
2158,0
2159,1
2160,1
2161,0
2162,0
2163,1
2164,1
2165,0
2166,0
2167,1
2168,1
2169,0
2170,0
2171,1
2172,0
2173,1
2174,0
2175,1
2176,1
2177,0
2178,1
2179,0
2180,1
2181,0
2182,0
2183,1
2184,1
2185,0
2186,0
2187,1
2188,1
2189,0
2190,0
2191,1
2192,1
2193,0
2194,1
2195,0
2196,0
2197,1
2198,1
2199,0
2200,0
2201,1
2202,1
2203,0
2204,0
2205,1
2206,1
2207,0
2208,0
2209,1
2210,1
2211,0
2212,1
2213,0
2214,0
2215,1
2216,1
2217,0
2218,0
2219,1
2220,1
2221,0
2222,1
2223,0
2224,0
2225,1
2226,1
2227,0
2228,0
2229,1
2230,1
2231,0
2232,1
2233,0
2234,0
2235,1
2236,1
2237,0
2238,0
2239,1
2240,1
2241,0
2242,1
2243,0
2244,0
2245,1
2246,1
2247,0
2248,0
2249,1
2250,1
2251,0
2252,1
2253,0
2254,0
2255,1
2256,1
2257,0
2258,0
2259,1
2260,1
2261,0
2262,1
2263,0
2264,0
2265,1
2266,1
2267,0
2268,1
2269,0
2270,0
2271,1
2272,1
2273,0
2274,0
2275,1
2276,1
2277,0
2278,1
2279,0
2280,0
2281,1
2282,1
2283,0
2284,1
2285,0
2286,0
2287,1
2288,1
2289,0
2290,1
2291,0
2292,1
2293,0
2294,0
2295,1
2296,1
2297,0
2298,1
2299,0
2300,0
2301,1
2302,1
2303,0
2304,1
2305,0
2306,1
2307,0
2308,0
2309,1
2310,1
2311,0
2312,1
2313,0
2314,1
2315,0
2316,1
2317,0
2318,0
2319,1
2320,1
2321,0
2322,1
2323,0
2324,1
2325,0
2326,1
2327,0
2328,0
2329,1
2330,1
2331,0
2332,1
2333,0
2334,1
2335,0
2336,1
2337,0
2338,1
2339,0
2340,1
2341,0
2342,1
2343,0
2344,1
2345,0
2346,1
2347,0
2348,1
2349,0
2350,1
2351,0
2352,1
2353,0
2354,1
2355,0
2356,1
2357,0
2358,1
2359,0
2360,1
2361,0
2362,1
2363,0
2364,1
2365,0
2366,1
2367,0
2368,1
2369,0
2370,1
2371,0
2372,1
2373,0
2374,1
2375,0
2376,1
2377,0
2378,1
2379,0
2380,1
2381,0
2382,1
2383,0
2384,1
2385,0
2386,1
2387,0
2388,1
2389,0
2390,1
2391,0
2392,1
2393,0
2394,1
2395,0
2396,1
2397,0
2398,1
2399,1
2400,0
2401,1
2402,0
2403,1
2404,0
2405,1
2406,0
2407,1
2408,0
2409,1
2410,0
2411,1
2412,0
2413,1
2414,0
2415,1
2416,0
2417,1
2418,0
2419,1
2420,0
2421,1
2422,0
2423,1
2424,0
2425,1
2426,0
2427,1
2428,1
2429,0
2430,1
2431,0
2432,1
2433,0
2434,1
2435,0
2436,1
2437,0
2438,1
2439,0
2440,1
2441,0
2442,1
2443,0
2444,1
2445,0
2446,1
2447,0
2448,1
2449,0
2450,1
2451,1
2452,0
2453,1
2454,0
2455,1
2456,0
2457,1
2458,0
2459,1
2460,0
2461,1
2462,0
2463,1
2464,0
2465,1
2466,0
2467,1
2468,1
2469,0
2470,1
2471,0
2472,1
2473,0
2474,0
2475,0
2476,1
2477,0
2478,1
2479,0
2480,1
2481,1
2482,1
2483,1
2484,0
2485,1
2486,0
2487,1
2488,1
2489,0
2490,1
2491,0
2492,1
2493,1
2494,0
2495,1
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,0
2505,1
2506,0
2507,1
2508,1
2509,0
2510,1
2511,0
2512,1
2513,1
2514,0
2515,1
2516,1
2517,0
2518,1
2519,0
2520,1
2521,0
2522,1
2523,0
2524,1
2525,0
2526,1
2527,0
2528,1
2529,0
2530,1
2531,0
2532,1
2533,0
2534,1
2535,0
2536,1
2537,0
2538,1
2539,0
2540,1
2541,1
2542,0
2543,1
2544,0
2545,1
2546,0
2547,1
2548,0
2549,1
2550,0
2551,1
2552,0
2553,1
2554,0
2555,1
2556,0
2557,1
2558,0
2559,1
2560,0
2561,1
2562,0
2563,1
2564,0
2565,1
2566,1
2567,0
2568,1
2569,0
2570,1
2571,0
2572,1
2573,0
2574,1
2575,0
2576,1
2577,0
2578,1
2579,0
2580,1
2581,0
2582,1
2583,0
2584,1
2585,0
2586,1
2587,0
2588,1
2589,1
2590,0
2591,1
2592,0
2593,1
2594,0
2595,1
2596,0
2597,1
2598,0
2599,1
2600,0
2601,1
2602,0
2603,1
2604,0
2605,1
2606,1
2607,0
2608,1
2609,0
2610,1
2611,0
2612,1
2613,0
2614,1
2615,0
2616,1
2617,0
2618,1
2619,1
2620,0
2621,1
2622,0
2623,1
2624,0
2625,0
2626,0
2627,1
2628,0
2629,1
2630,0
2631,1
2632,1
2633,1
2634,1
2635,0
2636,1
2637,1
2638,0
2639,1
2640,0
2641,1
2642,1
2643,0
2644,1
2645,0
2646,1
2647,0
2648,1
2649,1
2650,0
2651,1
2652,0
2653,1
2654,1
2655,0
2656,1
2657,0
2658,1
2659,1
2660,0
2661,1
2662,1
2663,0
2664,1
2665,0
2666,1
2667,0
2668,1
2669,0
2670,1
2671,0
2672,1
2673,0
2674,1
2675,0
2676,1
2677,0
2678,1
2679,0
2680,1
2681,0
2682,1
2683,0
2684,1
2685,0
2686,1
2687,0
2688,1
2689,0
2690,1
2691,0
2692,1
2693,0
2694,1
2695,0
2696,1
2697,0
2698,1
2699,0
2700,1
2701,0
2702,1
2703,0
2704,1
2705,0
2706,1
2707,0
2708,1
2709,0
2710,1
2711,0
2712,1
2713,0
2714,0
2715,1
2716,0
2717,1
2718,0
2719,1
2720,0
2721,1
2722,0
2723,1
2724,0
2725,1
2726,0
2727,1
2728,0
2729,1
2730,0
2731,1
2732,0
2733,1
2734,0
2735,1
2736,0
2737,1
2738,0
2739,1
2740,0
2741,0
2742,1
2743,0
2744,1
2745,0
2746,1
2747,0
2748,1
2749,0
2750,1
2751,0
2752,1
2753,0
2754,1
2755,0
2756,1
2757,0
2758,1
2759,0
2760,1
2761,0
2762,1
2763,0
2764,0
2765,1
2766,0
2767,1
2768,0
2769,1
2770,0
2771,1
2772,0
2773,1
2774,0
2775,1
2776,0
2777,1
2778,0
2779,0
2780,1
2781,0
2782,1
2783,0
2784,1
2785,0
2786,1
2787,0
2788,1
2789,0
2790,1
2791,0
2792,1
2793,0
2794,1
2795,0
2796,0
2797,1
2798,0
2799,1
2800,0
2801,1
2802,0
2803,1
2804,0
2805,1
2806,0
2807,1
2808,0
2809,1
2810,0
2811,0
2812,1
2813,0
2814,1
2815,0
2816,1
2817,0
2818,1
2819,0
2820,1
2821,0
2822,1
2823,0
2824,0
2825,1
2826,0
2827,1
2828,0
2829,1
2830,0
2831,1
2832,0
2833,1
2834,0
2835,0
2836,1
2837,0
2838,1
2839,0
2840,1
2841,0
2842,1
2843,0
2844,1
2845,0
2846,0
2847,1
2848,0
2849,1
2850,0
2851,1
2852,0
2853,1
2854,0
2855,1
2856,0
2857,0
2858,1
2859,0
2860,1
2861,0
2862,1
2863,0
2864,1
2865,0
2866,1
2867,0
2868,1
2869,0
2870,1
2871,0
2872,1
2873,0
2874,1
2875,0
2876,0
2877,1
2878,0
2879,1
2880,0
2881,1
2882,0
2883,1
2884,0
2885,1
2886,0
2887,1
2888,0
2889,1
2890,0
2891,1
2892,0
2893,1
2894,0
2895,1
2896,0
2897,1
2898,0
2899,1
2900,0
2901,1
2902,0
2903,1
2904,0
2905,1
2906,0
2907,1
2908,0
2909,1
2910,0
2911,1
2912,0
2913,1
2914,0
2915,1
2916,0
2917,1
2918,0
2919,1
2920,0
2921,1
2922,0
2923,1
2924,1
2925,0
2926,1
2927,0
2928,1
2929,0
2930,1
2931,0
2932,1
2933,0
2934,1
2935,0
2936,1
2937,0
2938,1
2939,0
2940,1
2941,0
2942,1
2943,0
2944,1
2945,0
2946,1
2947,0
2948,1
2949,0
2950,1
2951,0
2952,1
2953,1
2954,0
2955,1
2956,0
2957,1
2958,0
2959,1
2960,0
2961,1
2962,0
2963,1
2964,0
2965,1
2966,0
2967,1
2968,0
2969,1
2970,0
2971,1
2972,1
2973,0
2974,1
2975,0
2976,1
2977,0
2978,1
2979,0
2980,1
2981,0
2982,1
2983,0
2984,1
2985,0
2986,1
2987,0
2988,1
2989,0
2990,1
2991,0
2992,1
2993,1
2994,0
2995,1
2996,0
2997,1
